GOslim,Count,Percent,Term,go_terms
GO:0005654,2,0.089086859688196,nucleoplasm,GO:0035267;GO:0043189
GO:0005694,16,0.712694877505568,chromosome,GO:0000228;GO:0000781;GO:0000784;GO:0000803;GO:0000805;GO:0001740;GO:0035861;GO:0090734
GO:0005730,0,0,nucleolus,
GO:0005737,130,5.79064587973274,cytoplasm,GO:0000164;GO:0000221;GO:0005829;GO:0005741;GO:0005783;GO:0005798;GO:0030137;GO:0005967;GO:0045254;GO:0015934;GO:0030018;GO:0030140;GO:0034663;GO:0042470;GO:0044391;GO:0044429;GO:0044444;GO:0044445;GO:0044449;GO:0048770;GO:0097342
GO:0005739,8,0.356347438752784,mitochondrion,GO:0005741;GO:0005967;GO:0044429
GO:0005764,0,0,lysosome,
GO:0005768,0,0,endosome,
GO:0005773,1,0.044543429844098,vacuole,GO:0000221
GO:0005777,0,0,peroxisome,
GO:0005783,6,0.267260579064588,endoplasmic reticulum,GO:0034663
GO:0005794,0,0,Golgi apparatus,
GO:0005811,0,0,lipid droplet,
GO:0005815,0,0,microtubule organizing center,
GO:0005829,19,0.846325167037862,cytosol,GO:0044445;GO:0097342
GO:0005840,5,0.22271714922049,ribosome,GO:0015934;GO:0044391
GO:0005856,0,0,cytoskeleton,
GO:0005886,11,0.489977728285078,plasma membrane,GO:0005834;GO:0031264;GO:0031265;GO:0033181;GO:0042383;GO:0070765;GO:0098797
GO:0005929,0,0,cilium,
GO:0009536,0,0,plastid,
GO:0009579,0,0,thylakoid,
GO:0030312,2,0.089086859688196,external encapsulating structure,GO:0009279;GO:0044462
GO:0031012,0,0,extracellular matrix,
GO:0031410,10,0.44543429844098,cytoplasmic vesicle,GO:0005798;GO:0030137;GO:0030140;GO:0042470;GO:0048770
GO:0032991,110,4.89977728285078,protein-containing complex,GO:0000159;GO:0000164;GO:0016469;GO:0000221;GO:0005834;GO:1990904;GO:0005681;GO:0005955;GO:0005967;GO:0008287;GO:0045254;GO:0015934;GO:0017053;GO:0017101;GO:0031264;GO:0031265;GO:0033176;GO:0033179;GO:0033180;GO:0033181;GO:0034663;GO:0035267;GO:0043189;GO:0044391;GO:0070765;GO:0071006;GO:0071012;GO:0071013;GO:0097342;GO:0098796;GO:0098797;GO:1902494;GO:1903293;GO:1905360;GO:1990204
GO:0043226,317,14.1202672605791,organelle,GO:0000221;GO:0000228;GO:0000781;GO:0000784;GO:0000803;GO:0000805;GO:0001740;GO:0005634;GO:0005681;GO:0005741;GO:0005783;GO:0043231;GO:0005798;GO:0030137;GO:0005967;GO:0015934;GO:0030018;GO:0030140;GO:0031968;GO:0034663;GO:0035267;GO:0035861;GO:0042470;GO:0043189;GO:0043227;GO:0043229;GO:0044391;GO:0044422;GO:0044428;GO:0044429;GO:0044446;GO:0044449;GO:0048770;GO:0071006;GO:0071012;GO:0071013;GO:0090734;GO:0098588
