% WARNING - This is exported REVIGO data useful only for the specific purpose of constructing a TreeMap visualization.
% Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
% threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
% To export a reduced-redundancy set of GO terms, go to the Scatterplot & Table tab, and export to CSV from there.
term_ID,description,frequencyInDb,log10pvalue,uniqueness,dispensability,representative
GO:0006357,"regulation of transcription from RNA polymerase II promoter",1.273%,-69.7230,0.624,0.445,"positive regulation of cellular process"
GO:0035556,"intracellular signal transduction",4.000%,-29.4293,0.597,0.641,"positive regulation of cellular process"
GO:0042592,"homeostatic process",1.661%,-27.5499,0.727,0.309,"positive regulation of cellular process"
GO:0010646,"regulation of cell communication",0.929%,-86.6802,0.707,0.307,"positive regulation of cellular process"
GO:0044267,"cellular protein metabolic process",14.293%,-62.6593,0.839,0.450,"positive regulation of cellular process"
GO:0019222,"regulation of metabolic process",11.942%,-157.2187,0.648,0.698,"positive regulation of cellular process"
GO:0050794,"regulation of cellular process",18.840%,-245.3376,0.612,0.499,"positive regulation of cellular process"
GO:0042127,"regulation of cell proliferation",0.313%,-28.2400,0.733,0.273,"positive regulation of cellular process"
GO:0050790,"regulation of catalytic activity",1.575%,-35.7501,0.729,0.304,"positive regulation of cellular process"
GO:0009605,"response to external stimulus",1.370%,-18.7940,0.919,0.501,"positive regulation of cellular process"
GO:0071310,"cellular response to organic substance",0.651%,-40.8392,0.867,0.693,"positive regulation of cellular process"
GO:0007167,"enzyme linked receptor protein signaling pathway",0.279%,-19.9480,0.685,0.476,"positive regulation of cellular process"
GO:0065009,"regulation of molecular function",1.726%,-49.1713,0.735,0.307,"positive regulation of cellular process"
GO:0007166,"cell surface receptor signaling pathway",0.920%,-51.3112,0.652,0.537,"positive regulation of cellular process"
GO:0042221,"response to chemical",3.071%,-50.1365,0.913,0.562,"positive regulation of cellular process"
GO:0065008,"regulation of biological quality",3.395%,-78.5674,0.716,0.345,"positive regulation of cellular process"
GO:0010033,"response to organic substance",0.900%,-48.6568,0.907,0.401,"positive regulation of cellular process"
GO:0010941,"regulation of cell death",0.344%,-41.6127,0.695,0.276,"positive regulation of cellular process"
GO:0032535,"regulation of cellular component size",0.179%,-20.2103,0.672,0.627,"positive regulation of cellular process"
GO:0002682,"regulation of immune system process",0.252%,-25.2142,0.758,0.261,"positive regulation of cellular process"
GO:0009719,"response to endogenous stimulus",0.526%,-27.2420,0.926,0.379,"positive regulation of cellular process"
GO:0042325,"regulation of phosphorylation",0.468%,-33.3837,0.675,0.393,"positive regulation of cellular process"
GO:0033554,"cellular response to stress",2.967%,-35.0409,0.868,0.559,"positive regulation of cellular process"
GO:0040008,"regulation of growth",0.172%,-23.2102,0.772,0.252,"positive regulation of cellular process"
GO:0009966,"regulation of signal transduction",0.857%,-80.3243,0.627,0.532,"positive regulation of cellular process"
GO:0006950,"response to stress",4.575%,-54.4883,0.909,0.487,"positive regulation of cellular process"
GO:0006464,"cellular protein modification process",7.726%,-45.3929,0.844,0.611,"positive regulation of cellular process"
GO:0051174,"regulation of phosphorus metabolic process",0.580%,-34.1955,0.686,0.402,"positive regulation of cellular process"
GO:0006508,"proteolysis",5.223%,-30.0863,0.902,0.562,"positive regulation of cellular process"
GO:0050896,"response to stimulus",12.210%,-85.1087,0.995,0.000,"response to stimulus"
GO:0051179,"localization",18.495%,-112.0048,0.995,0.000,"localization"
GO:0051641,"cellular localization",2.041%,-91.3941,0.913,0.000,"cellular localization"
GO:0030334,"regulation of cell migration",0.144%,-44.4501,0.648,0.264,"cellular localization"
GO:0006810,"transport",17.616%,-86.0184,0.886,0.600,"cellular localization"
GO:0044765,"single-organism transport",5.708%,-47.6598,0.842,0.693,"cellular localization"
GO:0032879,"regulation of localization",0.726%,-73.3585,0.702,0.312,"cellular localization"
GO:0006897,"endocytosis",0.235%,-29.0002,0.924,0.277,"cellular localization"
GO:0071702,"organic substance transport",4.980%,-84.8257,0.902,0.423,"cellular localization"
GO:0071705,"nitrogen compound transport",1.767%,-75.9266,0.912,0.347,"cellular localization"
GO:0032940,"secretion by cell",0.763%,-20.7777,0.818,0.557,"cellular localization"
GO:0046907,"intracellular transport",1.564%,-68.5265,0.882,0.349,"cellular localization"
GO:0046903,"secretion",0.810%,-23.9092,0.871,0.316,"cellular localization"
GO:0016192,"vesicle-mediated transport",1.085%,-69.1807,0.916,0.327,"cellular localization"
GO:0016197,"endosomal transport",0.131%,-20.0762,0.930,0.261,"cellular localization"
GO:0008104,"protein localization",2.626%,-89.3356,0.883,0.365,"cellular localization"
GO:0033036,"macromolecule localization",3.030%,-89.7776,0.909,0.385,"cellular localization"
GO:0042886,"amide transport",0.337%,-69.8748,0.920,0.689,"cellular localization"
GO:0015833,"peptide transport",0.298%,-68.9549,0.915,0.283,"cellular localization"
GO:1902578,"single-organism localization",5.919%,-53.0176,0.854,0.603,"cellular localization"
GO:0065007,"biological regulation",20.498%,-272.8760,0.995,0.000,"biological regulation"
GO:0071840,"cellular component organization or biogenesis",8.568%,-182.9878,0.995,0.000,"cellular component organization or biogenesis"
GO:0006914,"autophagy",0.230%,-21.2193,0.962,0.032,"autophagy"
GO:0009058,"biosynthetic process",31.611%,-41.7643,0.972,0.033,"biosynthesis"
GO:0022607,"cellular component assembly",2.484%,-85.1966,0.823,0.042,"cellular component assembly"
GO:0071826,"ribonucleoprotein complex subunit organization",0.377%,-22.2832,0.846,0.653,"cellular component assembly"
GO:0031344,"regulation of cell projection organization",0.123%,-36.9411,0.662,0.469,"cellular component assembly"
GO:0022618,"ribonucleoprotein complex assembly",0.364%,-23.8607,0.840,0.644,"cellular component assembly"
GO:1902589,"single-organism organelle organization",1.399%,-41.2035,0.782,0.612,"cellular component assembly"
GO:0061024,"membrane organization",0.759%,-33.8540,0.848,0.568,"cellular component assembly"
GO:0006338,"chromatin remodeling",0.137%,-17.0674,0.858,0.473,"cellular component assembly"
GO:0044802,"single-organism membrane organization",0.678%,-26.4157,0.801,0.561,"cellular component assembly"
GO:0097435,"supramolecular fiber organization",0.345%,-32.1566,0.814,0.520,"cellular component assembly"
GO:0044087,"regulation of cellular component biogenesis",0.404%,-29.8929,0.684,0.651,"cellular component assembly"
GO:0032956,"regulation of actin cytoskeleton organization",0.173%,-21.1747,0.640,0.699,"cellular component assembly"
GO:0043933,"macromolecular complex subunit organization",2.371%,-63.1395,0.831,0.655,"cellular component assembly"
GO:0033043,"regulation of organelle organization",0.495%,-32.2820,0.641,0.679,"cellular component assembly"
GO:1902903,"regulation of supramolecular fiber organization",0.166%,-21.7195,0.651,0.697,"cellular component assembly"
GO:0006996,"organelle organization",3.595%,-77.8726,0.823,0.694,"cellular component assembly"
GO:0051128,"regulation of cellular component organization",1.586%,-82.7995,0.629,0.621,"cellular component assembly"
GO:0030030,"cell projection organization",0.608%,-36.7031,0.805,0.554,"cellular component assembly"
GO:0044248,"cellular catabolic process",3.266%,-36.4662,0.897,0.046,"cellular catabolism"
GO:0031329,"regulation of cellular catabolic process",0.093%,-25.3970,0.711,0.555,"cellular catabolism"
GO:0009894,"regulation of catabolic process",0.146%,-36.3218,0.723,0.580,"cellular catabolism"
GO:0051603,"proteolysis involved in cellular protein catabolic process",0.759%,-19.7324,0.859,0.695,"cellular catabolism"
GO:0016071,"mRNA metabolic process",0.798%,-30.6832,0.870,0.072,"mRNA metabolism"
GO:0016070,"RNA metabolic process",15.951%,-38.1337,0.817,0.459,"mRNA metabolism"
GO:0044260,"cellular macromolecule metabolic process",34.276%,-81.8879,0.845,0.408,"mRNA metabolism"
GO:1901564,"organonitrogen compound metabolic process",17.886%,-97.5071,0.913,0.177,"mRNA metabolism"
GO:1901566,"organonitrogen compound biosynthetic process",14.064%,-21.9869,0.882,0.591,"mRNA metabolism"
GO:0006139,"nucleobase-containing compound metabolic process",26.547%,-28.7808,0.841,0.541,"mRNA metabolism"
GO:0043603,"cellular amide metabolic process",6.879%,-30.3807,0.890,0.264,"mRNA metabolism"
GO:0090304,"nucleic acid metabolic process",21.449%,-19.8209,0.820,0.597,"mRNA metabolism"
GO:0019538,"protein metabolic process",18.489%,-84.6586,0.905,0.172,"mRNA metabolism"
GO:0006518,"peptide metabolic process",5.961%,-31.1248,0.873,0.256,"mRNA metabolism"
GO:0043412,"macromolecule modification",9.785%,-46.8067,0.916,0.280,"mRNA metabolism"
GO:0006396,"RNA processing",3.210%,-20.8893,0.843,0.373,"mRNA metabolism"
GO:0008380,"RNA splicing",0.413%,-22.9140,0.867,0.624,"mRNA metabolism"
GO:0006397,"mRNA processing",0.561%,-29.1298,0.861,0.308,"mRNA metabolism"
GO:0034641,"cellular nitrogen compound metabolic process",34.137%,-46.6619,0.865,0.415,"mRNA metabolism"
GO:0034654,"nucleobase-containing compound biosynthetic process",14.533%,-18.2343,0.819,0.518,"mRNA metabolism"
GO:0044237,"cellular metabolic process",53.061%,-125.6923,0.914,0.080,"cellular metabolism"
GO:0006793,"phosphorus metabolic process",13.507%,-36.5529,0.913,0.124,"cellular metabolism"
GO:0044238,"primary metabolic process",53.743%,-122.5411,0.969,0.120,"cellular metabolism"
GO:0046483,"heterocycle metabolic process",29.664%,-28.3656,0.899,0.185,"cellular metabolism"
GO:0071704,"organic substance metabolic process",58.357%,-125.4875,0.969,0.119,"cellular metabolism"
GO:0006725,"cellular aromatic compound metabolic process",29.628%,-27.3250,0.899,0.245,"cellular metabolism"
GO:0006807,"nitrogen compound metabolic process",38.744%,-105.1617,0.971,0.088,"nitrogen compound metabolism"
GO:0043170,"macromolecule metabolic process",39.491%,-92.9164,0.938,0.089,"macromolecule metabolism"
GO:0009059,"macromolecule biosynthetic process",19.548%,-32.7097,0.872,0.558,"macromolecule metabolism"
GO:0044249,"cellular biosynthetic process",30.048%,-39.9840,0.854,0.658,"macromolecule metabolism"
GO:0044271,"cellular nitrogen compound biosynthetic process",22.502%,-33.3055,0.838,0.587,"macromolecule metabolism"
GO:1901576,"organic substance biosynthetic process",30.365%,-43.8374,0.892,0.211,"macromolecule metabolism"
GO:1901135,"carbohydrate derivative metabolic process",6.319%,-17.0857,0.956,0.122,"macromolecule metabolism"
GO:1901360,"organic cyclic compound metabolic process",30.324%,-32.7712,0.942,0.211,"macromolecule metabolism"
GO:0034645,"cellular macromolecule biosynthetic process",19.291%,-27.1828,0.811,0.555,"macromolecule metabolism"
GO:0044702,"single organism reproductive process",0.521%,-23.1456,0.944,0.092,"single organism reproductive process"
GO:0006928,"movement of cell or subcellular component",0.973%,-39.5208,0.888,0.099,"movement of cell or subcellular component"
GO:0008219,"cell death",0.458%,-20.0923,0.896,0.187,"movement of cell or subcellular component"
GO:0007017,"microtubule-based process",0.658%,-24.8307,0.892,0.194,"movement of cell or subcellular component"
GO:0030029,"actin filament-based process",0.398%,-20.3288,0.897,0.184,"movement of cell or subcellular component"
