GOslim,Count,Percent,Term,go_terms
GO:0005654,1806,0.607009854667186,nucleoplasm,GO:0000118;GO:0000123;GO:0005665;GO:0005671;GO:0005672;GO:0005677;GO:0005847;GO:0005849;GO:0008023;GO:0008024;GO:0015030;GO:0016580;GO:0016581;GO:0016592;GO:0016593;GO:0016604;GO:0016605;GO:0016607;GO:0032044;GO:0035061;GO:0035097;GO:0035101;GO:0042382;GO:0044451;GO:0044665;GO:0070461;GO:0070822;GO:0071339;GO:0090568;GO:1902562
GO:0005694,1135,0.381481830037241,chromosome,GO:0000228;GO:0000776;GO:0000781;GO:0000785;GO:0000786;GO:0000790;GO:0000791;GO:0000792;GO:0000803;GO:0000805;GO:0000812;GO:0001740;GO:0005663;GO:0005703;GO:0005719;GO:0005721;GO:0008623;GO:0016514;GO:0016580;GO:0016581;GO:0016589;GO:0031010;GO:0031011;GO:0031213;GO:0031391;GO:0031523;GO:0035327;GO:0035861;GO:0044427;GO:0044454;GO:0070603;GO:0070822;GO:0071564;GO:0071565;GO:0090537;GO:0090545;GO:0090734;GO:0097346;GO:0098687
GO:0005730,347,0.116629246716231,nucleolus,GO:0001650;GO:0044452
GO:0005737,17179,5.77398798080155,cytoplasm,GO:0000137;GO:0000139;GO:0000145;GO:0000164;GO:0022625;GO:0022627;GO:0000221;GO:0000242;GO:0000275;GO:0000276;GO:0000306;GO:0000323;GO:0000407;GO:0000421;GO:0000813;GO:0000814;GO:0000815;GO:0000835;GO:0000836;GO:0000932;GO:0005930;GO:0043292;GO:0005764;GO:0005739;GO:0005773;GO:0005829;GO:0005777;GO:0005840;GO:0005741;GO:0005743;GO:0005745;GO:0005746;GO:0005747;GO:0005749;GO:0005750;GO:0005753;GO:0005758;GO:0005759;GO:0005765;GO:0005768;GO:0005769;GO:0005770;GO:0005771;GO:0005774;GO:0005775;GO:0005776;GO:0005778;GO:0044439;GO:0005782;GO:0005783;GO:0005786;GO:0005788;GO:0005789;GO:0005790;GO:0005791;GO:0005793;GO:0005794;GO:0005795;GO:0005796;GO:0005798;GO:0030126;GO:0030137;GO:0030134;GO:0005801;GO:0005802;GO:0030133;GO:0030141;GO:0030658;GO:0030667;GO:0030139;GO:0005814;GO:0005832;GO:0005852;GO:0005881;GO:0030119;GO:0030122;GO:0005938;GO:0005940;GO:0008021;GO:0008091;GO:0008250;GO:0009346;GO:0045240;GO:0045254;GO:0045252;GO:0010008;GO:0010009;GO:0010494;GO:0015934;GO:0015935;GO:0016222;GO:0016282;GO:0016471;GO:0016507;GO:0017059;GO:0017087;GO:0017177;GO:0022626;GO:0030016;GO:0030018;GO:0030062;GO:0030117;GO:0030118;GO:0030120;GO:0030125;GO:0030127;GO:0030130;GO:0030131;GO:0030132;GO:0030135;GO:0030136;GO:0030140;GO:0030176;GO:0030285;GO:0030659;GO:0030662;GO:0030665;GO:0030666;GO:0030669;GO:0030670;GO:0030672;GO:0030863;GO:0030864;GO:0030867;GO:0031082;GO:0031083;GO:0031105;GO:0031166;GO:0031201;GO:0031209;GO:0031211;GO:0031227;GO:0031310;GO:0031313;GO:0031410;GO:0031414;GO:0031415;GO:0031597;GO:0031673;GO:0031901;GO:0031902;GO:0031903;GO:0031904;GO:0031907;GO:0031966;GO:0031985;GO:0032419;GO:0032437;GO:0032580;GO:0032588;GO:0032838;GO:0032839;GO:0033018;GO:0033093;GO:0033116;GO:0033162;GO:0033290;GO:0034515;GO:0034663;GO:0034709;GO:0034715;GO:0034774;GO:0035339;GO:0035577;GO:0035578;GO:0035579;GO:0036021;GO:0036157;GO:0036452;GO:0036464;GO:0036502;GO:0036513;GO:0042151;GO:0042470;GO:0042579;GO:0042584;GO:0042587;GO:0042588;GO:0042645;GO:0042709;GO:0042719;GO:0042788;GO:0043202;GO:0043614;GO:0044322;GO:0044391;GO:0044429;GO:0044431;GO:0044432;GO:0044433;GO:0044437;GO:0044438;GO:0044440;GO:0044444;GO:0044445;GO:0044447;GO:0044448;GO:0044449;GO:0044450;GO:0044455;GO:0045169;GO:0045170;GO:0045179;GO:0045239;GO:0045244;GO:0045334;GO:0045335;GO:0048237;GO:0048471;GO:0048500;GO:0048770;GO:0055037;GO:0055038;GO:0060205;GO:0070382;GO:0070971;GO:0070993;GO:0071203;GO:0071439;GO:0071540;GO:0071541;GO:0071547;GO:0071782;GO:0097038;GO:0097232;GO:0097233;GO:0097422;GO:0097433;GO:0098554;GO:0098556;GO:0098559;GO:0098563;GO:0098674;GO:0098791;GO:0098798;GO:0098800;GO:0098827;GO:0098837;GO:0098845;GO:0098850;GO:0098852;GO:0098922;GO:0098993;GO:0099073;GO:0099501;GO:0099503;GO:0099522;GO:0099523;GO:0099524;GO:0099568;GO:0099738;GO:1904115;GO:1904724;GO:1904813;GO:1905103;GO:1990357;GO:1990836
GO:0005739,1485,0.499119398771192,mitochondrion,GO:0000275;GO:0000276;GO:0005741;GO:0005743;GO:0005745;GO:0005746;GO:0005747;GO:0005749;GO:0005750;GO:0005753;GO:0005758;GO:0005759;GO:0016507;GO:0017087;GO:0030062;GO:0031966;GO:0042645;GO:0042719;GO:0044429;GO:0044455;GO:0045244;GO:0098798;GO:0098800
GO:0005764,299,0.100496094432718,lysosome,GO:0005765;GO:0032419;GO:0035577;GO:0035578;GO:0036021;GO:0043202;GO:1905103;GO:1990836
GO:0005768,963,0.323671367687985,endosome,GO:0000813;GO:0000814;GO:0000815;GO:0005769;GO:0005770;GO:0005771;GO:0010008;GO:0010009;GO:0031313;GO:0031901;GO:0031902;GO:0031904;GO:0036021;GO:0036452;GO:0044440;GO:0055037;GO:0055038;GO:0097422;GO:0098559;GO:0098837;GO:0098845
GO:0005773,1131,0.380137400680281,vacuole,GO:0000221;GO:0000306;GO:0000323;GO:0000421;GO:0005764;GO:0005765;GO:0005774;GO:0005775;GO:0005776;GO:0016471;GO:0031166;GO:0031310;GO:0032419;GO:0035577;GO:0035578;GO:0036021;GO:0043202;GO:0044437;GO:0098852;GO:1905103;GO:1990836
GO:0005777,110,0.0369718073163846,peroxisome,GO:0005778;GO:0044439;GO:0005782
GO:0005783,1341,0.450719941920652,endoplasmic reticulum,GO:0000835;GO:0000836;GO:0005788;GO:0005789;GO:0005790;GO:0005791;GO:0008250;GO:0016222;GO:0017059;GO:0017177;GO:0030176;GO:0030867;GO:0031211;GO:0031227;GO:0033018;GO:0034663;GO:0035339;GO:0036502;GO:0036513;GO:0044322;GO:0044432;GO:0048237;GO:0070971;GO:0071782;GO:0097038;GO:0098554;GO:0098556;GO:0098827
GO:0005794,1234,0.414756456621987,Golgi apparatus,GO:0000137;GO:0000139;GO:0005795;GO:0005796;GO:0030126;GO:0005801;GO:0005802;GO:0030130;GO:0031985;GO:0032580;GO:0032588;GO:0044431;GO:0098791
GO:0005811,29,0.00974711283795593,lipid droplet,
GO:0005815,552,0.185531251260403,microtubule organizing center,GO:0000242;GO:0005813;GO:0005814;GO:0031021;GO:0036064;GO:0044450
GO:0005829,1599,0.537435635444536,cytosol,GO:0022625;GO:0022627;GO:0005832;GO:0022626;GO:0031082;GO:0031083;GO:0031597;GO:0034515;GO:0044445;GO:0099522;GO:0099523;GO:0099524
GO:0005840,368,0.123687500840268,ribosome,GO:0022625;GO:0022627;GO:0015934;GO:0015935;GO:0022626;GO:0042788;GO:0044391
GO:0005856,2732,0.918245250803297,cytoskeleton,GO:0000242;GO:0000922;GO:0005868;GO:0005882;GO:0001725;GO:0002177;GO:0005930;GO:0005813;GO:0005814;GO:0005815;GO:0005819;GO:0005869;GO:0005871;GO:0005874;GO:0005875;GO:0005881;GO:0005884;GO:0005885;GO:0005940;GO:0008091;GO:0008290;GO:0015629;GO:0015630;GO:0016459;GO:0016460;GO:0016461;GO:0030286;GO:0030863;GO:0030864;GO:0031021;GO:0031105;GO:0031475;GO:0031477;GO:0032156;GO:0032432;GO:0032437;GO:0032982;GO:0035253;GO:0035371;GO:0036064;GO:0036157;GO:0042641;GO:0044430;GO:0044447;GO:0044450;GO:0045111;GO:0097517;GO:0098871;GO:0099513;GO:0099571;GO:1990357;GO:1990752
GO:0005886,3760,1.26376359554187,plasma membrane,GO:0005834;GO:0001533;GO:0001772;GO:0046658;GO:0005887;GO:0005579;GO:0008305;GO:0005901;GO:0030122;GO:0008328;GO:0009897;GO:0009898;GO:0009925;GO:0016010;GO:0016012;GO:0016323;GO:0016324;GO:0016327;GO:0016328;GO:0019897;GO:0030132;GO:0031226;GO:0031234;GO:0031253;GO:0031256;GO:0031526;GO:0031527;GO:0031528;GO:0032154;GO:0032587;GO:0033181;GO:0034676;GO:0042383;GO:0044459;GO:0044853;GO:0048179;GO:0060170;GO:0060171;GO:0070765;GO:0097060;GO:0097197;GO:0098590;GO:0098592;GO:0098797;GO:0098802;GO:0098835;GO:0098878;GO:0098888;GO:0098948;GO:0099060;GO:0099699;GO:1990075
GO:0005929,706,0.237291781503341,cilium,GO:0001750;GO:0005930;GO:0031514;GO:0032391;GO:0034464;GO:0035253;GO:0035869;GO:0036038;GO:0036064;GO:0036157;GO:0044441;GO:0044447;GO:0060170;GO:0097225;GO:0097542;GO:0097730
GO:0009536,0,0,plastid,
GO:0009579,0,0,thylakoid,
GO:0030312,2,0.000672214678479719,external encapsulating structure,GO:0070825
GO:0031012,406,0.136459579731383,extracellular matrix,GO:0005583;GO:0005587;GO:0005588;GO:0005595;GO:0005604;GO:0005606;GO:0005607;GO:0030934;GO:0043256;GO:0043257;GO:0044420;GO:0062023;GO:0071953;GO:0098642;GO:0098651
GO:0031410,3370,1.13268173323833,cytoplasmic vesicle,GO:0000813;GO:0000814;GO:0000815;GO:0005768;GO:0005769;GO:0005770;GO:0005771;GO:0005798;GO:0030126;GO:0030137;GO:0030134;GO:0030133;GO:0030141;GO:0030658;GO:0030667;GO:0030139;GO:0030122;GO:0008021;GO:0010008;GO:0010009;GO:0030120;GO:0030125;GO:0030127;GO:0030130;GO:0030135;GO:0030136;GO:0030140;GO:0030285;GO:0030659;GO:0030662;GO:0030665;GO:0030666;GO:0030669;GO:0030670;GO:0030672;GO:0031313;GO:0031901;GO:0031902;GO:0031904;GO:0033093;GO:0033162;GO:0034774;GO:0035577;GO:0035578;GO:0035579;GO:0036021;GO:0036452;GO:0042470;GO:0042584;GO:0042588;GO:0044433;GO:0044440;GO:0045334;GO:0045335;GO:0048770;GO:0055037;GO:0055038;GO:0060205;GO:0070382;GO:0097232;GO:0097233;GO:0097422;GO:0098559;GO:0098563;GO:0098674;GO:0098837;GO:0098845;GO:0098850;GO:0098922;GO:0098993;GO:0099073;GO:0099501;GO:0099503;GO:1904724;GO:1904813
GO:0032991,8241,2.76986058267568,protein-containing complex,GO:0000118;GO:0000123;GO:0000145;GO:0000151;GO:0000159;GO:0000164;GO:0022625;GO:0022627;GO:0016469;GO:0000221;GO:0005834;GO:0000275;GO:0000276;GO:0000346;GO:0000347;GO:0000428;GO:0000445;GO:0000502;GO:0000776;GO:0000786;GO:0000812;GO:0000813;GO:0000814;GO:0000815;GO:0000835;GO:0000836;GO:0000932;GO:0000974;GO:0005868;GO:0002116;GO:0002142;GO:0002178;GO:1990904;GO:0030532;GO:0005581;GO:0005840;GO:0005579;GO:0005583;GO:0005587;GO:0005588;GO:0005593;GO:0005594;GO:0005595;GO:0005606;GO:0005607;GO:0008305;GO:0005643;GO:0005663;GO:0005665;GO:0005667;GO:0005671;GO:0005672;GO:0005677;GO:0005681;GO:0005682;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005688;GO:0005689;GO:0005690;GO:0005745;GO:0005747;GO:0005749;GO:0005750;GO:0005753;GO:0005786;GO:0030126;GO:0005832;GO:0005838;GO:0005839;GO:0005844;GO:0005847;GO:0005849;GO:0005852;GO:0005869;GO:0005871;GO:0005875;GO:0005885;GO:0030119;GO:0030122;GO:0008023;GO:0008024;GO:0008180;GO:0008250;GO:0008287;GO:0008290;GO:0008328;GO:0008540;GO:0008541;GO:0008623;GO:0009346;GO:0045240;GO:0045254;GO:0045252;GO:0009368;GO:0019005;GO:0010494;GO:0046930;GO:0015934;GO:0015935;GO:0016010;GO:0016012;GO:0016222;GO:0016282;GO:0016442;GO:0016459;GO:0016460;GO:0016461;GO:0016471;GO:0016507;GO:0016514;GO:0016580;GO:0016581;GO:0016589;GO:0016592;GO:0016593;GO:0017053;GO:0017059;GO:0017087;GO:0017101;GO:0017177;GO:0019773;GO:0019774;GO:0022624;GO:0022626;GO:0030008;GO:0030014;GO:0030062;GO:0030117;GO:0030118;GO:0030120;GO:0030125;GO:0030127;GO:0030130;GO:0030131;GO:0030132;GO:0030286;GO:0030684;GO:0030904;GO:0030905;GO:0030906;GO:0030934;GO:0030964;GO:0030991;GO:0030992;GO:0031010;GO:0031011;GO:0031080;GO:0031082;GO:0031083;GO:0031105;GO:0031201;GO:0031209;GO:0031211;GO:0031213;GO:0031248;GO:0031332;GO:0031371;GO:0031391;GO:0031414;GO:0031415;GO:0031461;GO:0031462;GO:0031464;GO:0031475;GO:0031477;GO:0031523;GO:0031533;GO:0031597;GO:0031931;GO:0032040;GO:0032044;GO:0032144;GO:0032299;GO:0032982;GO:0032992;GO:0032993;GO:0032994;GO:0033176;GO:0033177;GO:0033178;GO:0033180;GO:0033181;GO:0033290;GO:0034358;GO:0034364;GO:0034464;GO:0034515;GO:0034663;GO:0034676;GO:0034693;GO:0034707;GO:0034708;GO:0034709;GO:0034715;GO:0034751;GO:0035068;GO:0035097;GO:0035101;GO:0035145;GO:0035339;GO:0035770;GO:0036038;GO:0036125;GO:0036157;GO:0036396;GO:0036452;GO:0036464;GO:0036502;GO:0036513;GO:0042555;GO:0042709;GO:0042719;GO:0042788;GO:0043235;GO:0043256;GO:0043257;GO:0043614;GO:0044391;GO:0044615;GO:0044665;GO:0044798;GO:0044815;GO:0045239;GO:0045244;GO:0045257;GO:0045259;GO:0045261;GO:0045271;GO:0045275;GO:0045281;GO:0045283;GO:0045293;GO:0046540;GO:0048179;GO:0048500;GO:0055029;GO:0061695;GO:0070069;GO:0070461;GO:0070578;GO:0070603;GO:0070765;GO:0070822;GO:0070993;GO:0071004;GO:0071005;GO:0071007;GO:0071010;GO:0071011;GO:0071013;GO:0071014;GO:0071203;GO:0071339;GO:0071439;GO:0071540;GO:0071541;GO:0071547;GO:0071564;GO:0071565;GO:0071666;GO:0071797;GO:0072357;GO:0080008;GO:0090537;GO:0090545;GO:0090568;GO:0090575;GO:0090665;GO:0097136;GO:0097346;GO:0097525;GO:0097526;GO:0098636;GO:0098642;GO:0098651;GO:0098796;GO:0098797;GO:0098798;GO:0098800;GO:0098802;GO:0098803;GO:0098878;GO:0099023;GO:0099053;GO:0101031;GO:0120115;GO:1902493;GO:1902494;GO:1902554;GO:1902562;GO:1902911;GO:1902912;GO:1903293;GO:1904423;GO:1905360;GO:1905368;GO:1905369;GO:1990111;GO:1990204;GO:1990234;GO:1990597;GO:1990630;GO:1990726;GO:1990777
GO:0043226,45132,15.1691964345733,organelle,GO:0000118;GO:0000123;GO:0000137;GO:0000139;GO:0022625;GO:0022627;GO:0000221;GO:0000228;GO:0000242;GO:0000275;GO:0000276;GO:0000306;GO:0000323;GO:0000346;GO:0000347;GO:0000421;GO:0000445;GO:0000776;GO:0000781;GO:0000785;GO:0000786;GO:0000790;GO:0000791;GO:0000792;GO:0000803;GO:0000805;GO:0000812;GO:0000813;GO:0000814;GO:0000815;GO:0000835;GO:0000836;GO:0000922;GO:0000932;GO:0001650;GO:0005868;GO:0005882;GO:0001725;GO:0001740;GO:0001750;GO:0002177;GO:0030532;GO:0005930;GO:0043292;GO:0005764;GO:0005739;GO:0005773;GO:0005777;GO:0005840;GO:0005634;GO:0005635;GO:0005643;GO:0005654;GO:0005663;GO:0005665;GO:0005671;GO:0005672;GO:0005677;GO:0005681;GO:0005682;GO:0005684;GO:0005685;GO:0005686;GO:0005687;GO:0005688;GO:0005689;GO:0005690;GO:0005694;GO:0005703;GO:0005719;GO:0005721;GO:0005730;GO:0005741;GO:0005743;GO:0005745;GO:0005746;GO:0005747;GO:0005749;GO:0005750;GO:0005753;GO:0005758;GO:0005759;GO:0005765;GO:0005768;GO:0005769;GO:0005770;GO:0005771;GO:0005774;GO:0005775;GO:0005776;GO:0005778;GO:0044439;GO:0005782;GO:0005783;GO:0005788;GO:0005789;GO:0005790;GO:0005791;GO:0043231;GO:0005793;GO:0005794;GO:0005795;GO:0005796;GO:0005798;GO:0030126;GO:0030137;GO:0030134;GO:0005801;GO:0005802;GO:0030133;GO:0030141;GO:0030658;GO:0030667;GO:0030139;GO:0005811;GO:0005813;GO:0005814;GO:0005815;GO:0005819;GO:0005847;GO:0005849;GO:0005856;GO:0005869;GO:0005871;GO:0005874;GO:0005875;GO:0005881;GO:0005884;GO:0005885;GO:0030122;GO:0005929;GO:0005940;GO:0008021;GO:0008023;GO:0008024;GO:0008091;GO:0008180;GO:0008250;GO:0008290;GO:0008623;GO:0010008;GO:0010009;GO:0010494;GO:0012506;GO:0014069;GO:0015030;GO:0015629;GO:0015630;GO:0015934;GO:0015935;GO:0016222;GO:0016363;GO:0016459;GO:0016460;GO:0016461;GO:0016471;GO:0016507;GO:0016514;GO:0016580;GO:0016581;GO:0016589;GO:0016592;GO:0016593;GO:0016604;GO:0016605;GO:0016607;GO:0017059;GO:0017087;GO:0017177;GO:0019866;GO:0022626;GO:0030016;GO:0030018;GO:0030062;GO:0030120;GO:0030125;GO:0030127;GO:0030130;GO:0030135;GO:0030136;GO:0030140;GO:0030176;GO:0030285;GO:0030286;GO:0030659;GO:0030662;GO:0030665;GO:0030666;GO:0030669;GO:0030670;GO:0030672;GO:0030863;GO:0030864;GO:0030867;GO:0031010;GO:0031011;GO:0031021;GO:0031080;GO:0031090;GO:0031105;GO:0031166;GO:0031211;GO:0031213;GO:0031227;GO:0031300;GO:0031301;GO:0031310;GO:0031312;GO:0031313;GO:0031391;GO:0031410;GO:0031475;GO:0031477;GO:0031514;GO:0031523;GO:0031533;GO:0031673;GO:0031901;GO:0031902;GO:0031903;GO:0031904;GO:0031907;GO:0031965;GO:0031966;GO:0031967;GO:0031968;GO:0031970;GO:0031982;GO:0031983;GO:0031984;GO:0031985;GO:0032044;GO:0032156;GO:0032391;GO:0032419;GO:0032420;GO:0032432;GO:0032437;GO:0032580;GO:0032588;GO:0032982;GO:0033018;GO:0033093;GO:0033116;GO:0033162;GO:0034399;GO:0034464;GO:0034663;GO:0034693;GO:0034774;GO:0035061;GO:0035097;GO:0035101;GO:0035145;GO:0035253;GO:0035327;GO:0035339;GO:0035371;GO:0035577;GO:0035578;GO:0035579;GO:0035770;GO:0035861;GO:0035869;GO:0036021;GO:0036038;GO:0036064;GO:0036157;GO:0036452;GO:0036464;GO:0036502;GO:0036513;GO:0042151;GO:0042382;GO:0042405;GO:0042470;GO:0042579;GO:0042584;GO:0042588;GO:0042641;GO:0042645;GO:0042719;GO:0042788;GO:0043202;GO:0043227;GO:0043228;GO:0043229;GO:0043230;GO:0043232;GO:0043233;GO:0044232;GO:0044233;GO:0044322;GO:0044391;GO:0044422;GO:0044427;GO:0044428;GO:0044429;GO:0044430;GO:0044431;GO:0044432;GO:0044433;GO:0044437;GO:0044438;GO:0044440;GO:0044441;GO:0044446;GO:0044447;GO:0044449;GO:0044450;GO:0044451;GO:0044452;GO:0044454;GO:0044455;GO:0044615;GO:0044665;GO:0044798;GO:0045111;GO:0045170;GO:0045244;GO:0045334;GO:0045335;GO:0046540;GO:0048237;GO:0048770;GO:0055029;GO:0055037;GO:0055038;GO:0060170;GO:0060171;GO:0060205;GO:0070013;GO:0070062;GO:0070382;GO:0070461;GO:0070603;GO:0070822;GO:0070971;GO:0071004;GO:0071005;GO:0071007;GO:0071010;GO:0071011;GO:0071013;GO:0071014;GO:0071339;GO:0071547;GO:0071564;GO:0071565;GO:0071782;GO:0071914;GO:0090537;GO:0090545;GO:0090568;GO:0090575;GO:0090734;GO:0097038;GO:0097225;GO:0097232;GO:0097233;GO:0097346;GO:0097422;GO:0097517;GO:0097525;GO:0097526;GO:0097542;GO:0097708;GO:0097730;GO:0098554;GO:0098556;GO:0098559;GO:0098563;GO:0098588;GO:0098674;GO:0098687;GO:0098791;GO:0098798;GO:0098800;GO:0098827;GO:0098837;GO:0098845;GO:0098850;GO:0098852;GO:0098871;GO:0098922;GO:0098948;GO:0098952;GO:0098993;GO:0099060;GO:0099065;GO:0099073;GO:0099501;GO:0099503;GO:0099513;GO:0099571;GO:0099572;GO:1902562;GO:1903561;GO:1904724;GO:1904813;GO:1905103;GO:1990357;GO:1990752;GO:1990836
