GOslim,Count,Percent,Term,go_terms
GO:0008150,136,39.193083573487,biological_process,GO:0001541;GO:0001909;GO:0001913;GO:0002098;GO:0002443;GO:0002449;GO:0002456;GO:0003008;GO:0006071;GO:0006072;GO:0006091;GO:0006119;GO:0006182;GO:0006465;GO:0006627;GO:0006801;GO:0006879;GO:0006977;GO:0007168;GO:0050877;GO:0007610;GO:0007611;GO:0007612;GO:0007614;GO:0007635;GO:0008306;GO:0008355;GO:0010155;GO:0010257;GO:0014911;GO:0016319;GO:0018214;GO:0019400;GO:0019405;GO:0019563;GO:0022027;GO:0030204;GO:0030205;GO:0030206;GO:0030207;GO:0030208;GO:0030322;GO:0030330;GO:0030728;GO:0031016;GO:0031571;GO:0032981;GO:0033108;GO:0034755;GO:0034982;GO:0042048;GO:0042675;GO:0042770;GO:0044342;GO:0044773;GO:0044783;GO:0044819;GO:0045196;GO:0045200;GO:0046068;GO:0046168;GO:0046174;GO:0046676;GO:0046888;GO:0046902;GO:0050808;GO:0050885;GO:0050890;GO:0050893;GO:0050905;GO:0051791;GO:0052646;GO:0052652;GO:0060074;GO:0061300;GO:0071156;GO:0071158;GO:0072395;GO:0072401;GO:0072413;GO:0072422;GO:0072431;GO:0090143;GO:0090144;GO:0090199;GO:0090200;GO:0090278;GO:0090559;GO:0099558;GO:0120163;GO:1901028;GO:1901030;GO:1901135;GO:1901136;GO:1902400;GO:1902402;GO:1902403;GO:1903108;GO:1903109;GO:1903850;GO:1903852;GO:1904732;GO:1904734;GO:1904752;GO:1904754;GO:1904959;GO:1904960;GO:2001235
GO:0008219,6,1.72910662824207,cell death,GO:0090199;GO:0090200;GO:1901028;GO:1901030;GO:2001235
GO:0008283,4,1.15273775216138,cell proliferation,GO:0022027;GO:0044342;GO:0045196;GO:0045200
GO:0009056,7,2.01729106628242,catabolic process,GO:0019405;GO:0019563;GO:0030207;GO:0046168;GO:0046174;GO:1901136
GO:0009058,6,1.72910662824207,biosynthetic process,GO:0006182;GO:0030206;GO:0030208;GO:0052652;GO:1903108;GO:1903109
GO:0009790,0,0,embryo development,
GO:0015031,2,0.576368876080692,protein transport,GO:0006627;GO:0046676
GO:0015979,0,0,photosynthesis,
GO:0016192,0,0,vesicle-mediated transport,
GO:0019748,0,0,secondary metabolic process,
GO:0021700,1,0.288184438040346,developmental maturation,GO:0060074
GO:0022607,4,1.15273775216138,cellular component assembly,GO:0010257;GO:0032981;GO:0033108
GO:0022618,0,0,ribonucleoprotein complex assembly,
GO:0030154,3,0.864553314121037,cell differentiation,GO:0042675;GO:0045196;GO:0045200
GO:0030198,0,0,extracellular matrix organization,
GO:0030705,0,0,cytoskeleton-dependent intracellula...,
GO:0032196,0,0,transposition,
GO:0034330,0,0,cell junction organization,
GO:0034641,8,2.30547550432277,cellular nitrogen compound metaboli...,GO:0002098;GO:0006119;GO:0006182;GO:0006465;GO:0046068;GO:0052652;GO:1903108;GO:1903109
GO:0034655,0,0,nucleobase-containing compound cata...,
GO:0040007,0,0,growth,
GO:0040011,3,0.864553314121037,locomotion,GO:0014911;GO:1904752;GO:1904754
GO:0042254,0,0,ribosome biogenesis,
GO:0042592,2,0.576368876080692,homeostatic process,GO:0006879;GO:0120163
GO:0043473,0,0,pigmentation,
GO:0044281,15,4.32276657060519,small molecule metabolic process,GO:0006071;GO:0006119;GO:0006182;GO:0019400;GO:0019405;GO:0019563;GO:0030204;GO:0030205;GO:0030206;GO:0030207;GO:0030208;GO:0046068;GO:0046174;GO:0051791;GO:0052652
GO:0044403,0,0,symbiont process,
GO:0048646,0,0,anatomical structure formation invo...,
GO:0048856,9,2.59365994236311,anatomical structure development,GO:0001541;GO:0016319;GO:0022027;GO:0031016;GO:0042675;GO:0045196;GO:0045200;GO:0060074;GO:0061300
GO:0048870,3,0.864553314121037,cell motility,GO:0014911;GO:1904752;GO:1904754
GO:0050877,20,5.76368876080692,nervous system process,GO:0007611;GO:0007612;GO:0007614;GO:0008306;GO:0008355;GO:0050885;GO:0050890;GO:0050893;GO:0050905
GO:0051186,0,0,cofactor metabolic process,
GO:0051276,0,0,chromosome organization,
GO:0051301,2,0.576368876080692,cell division,GO:0045196;GO:0045200
GO:0051604,3,0.864553314121037,protein maturation,GO:0006465;GO:0006627;GO:0034982
GO:0055085,4,1.15273775216138,transmembrane transport,GO:0010155;GO:0034755;GO:1904959;GO:1904960
GO:0061024,5,1.44092219020173,membrane organization,GO:0046902;GO:1901028;GO:1901030;GO:1903850;GO:1903852
GO:0065003,4,1.15273775216138,protein-containing complex assembly,GO:0010257;GO:0032981;GO:0033108
GO:0071554,0,0,cell wall organization or biogenesi...,
GO:0071941,0,0,nitrogen cycle metabolic process,
GO:0140014,0,0,mitotic nuclear division,
