% WARNING - This is exported REVIGO data useful only for the specific purpose of constructing a TreeMap visualization.
% Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
% threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
% To export a reduced-redundancy set of GO terms, go to the Scatterplot & Table tab, and export to CSV from there.
term_ID,description,frequencyInDb,log10pvalue,uniqueness,dispensability,representative
GO:0044723,"single-organism carbohydrate metabolic process",2.457%,-3.0645,0.837,0.386,"regulation of double-strand break repair via nonhomologous end joining"
GO:2000253,"positive regulation of feeding behavior",0.002%,-1.5950,0.782,0.426,"regulation of double-strand break repair via nonhomologous end joining"
GO:0034401,"chromatin organization involved in regulation of transcription",0.005%,-3.4972,0.724,0.203,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006818,"hydrogen transport",1.149%,-1.5720,0.901,0.582,"regulation of double-strand break repair via nonhomologous end joining"
GO:0045820,"negative regulation of glycolytic process",0.002%,-4.4873,0.616,0.196,"regulation of double-strand break repair via nonhomologous end joining"
GO:0051716,"cellular response to stimulus",9.561%,-2.0636,0.844,0.327,"regulation of double-strand break repair via nonhomologous end joining"
GO:0030388,"fructose 1,6-bisphosphate metabolic process",0.014%,-1.8827,0.931,0.267,"regulation of double-strand break repair via nonhomologous end joining"
GO:0071260,"cellular response to mechanical stimulus",0.011%,-2.5537,0.890,0.235,"regulation of double-strand break repair via nonhomologous end joining"
GO:0001952,"regulation of cell-matrix adhesion",0.019%,-1.9025,0.812,0.681,"regulation of double-strand break repair via nonhomologous end joining"
GO:0016043,"cellular component organization",7.239%,-1.6455,0.902,0.357,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006828,"manganese ion transport",0.017%,-1.5512,0.956,0.417,"regulation of double-strand break repair via nonhomologous end joining"
GO:0042493,"response to drug",0.266%,-2.7037,0.891,0.454,"regulation of double-strand break repair via nonhomologous end joining"
GO:0051239,"regulation of multicellular organismal process",0.628%,-1.8405,0.676,0.521,"regulation of double-strand break repair via nonhomologous end joining"
GO:0045910,"negative regulation of DNA recombination",0.026%,-2.4952,0.666,0.652,"regulation of double-strand break repair via nonhomologous end joining"
GO:0038133,"ERBB2-ERBB3 signaling pathway",0.000%,-1.6406,0.788,0.658,"regulation of double-strand break repair via nonhomologous end joining"
GO:0016311,"dephosphorylation",1.250%,-1.8523,0.918,0.234,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006357,"regulation of transcription from RNA polymerase II promoter",1.273%,-1.6481,0.652,0.555,"regulation of double-strand break repair via nonhomologous end joining"
GO:0035964,"COPI-coated vesicle budding",0.001%,-2.6705,0.875,0.227,"regulation of double-strand break repair via nonhomologous end joining"
GO:0035561,"regulation of chromatin binding",0.004%,-2.5144,0.830,0.450,"regulation of double-strand break repair via nonhomologous end joining"
GO:0035562,"negative regulation of chromatin binding",0.002%,-1.6803,0.837,0.686,"regulation of double-strand break repair via nonhomologous end joining"
GO:0046415,"urate metabolic process",0.008%,-1.6141,0.860,0.369,"regulation of double-strand break repair via nonhomologous end joining"
GO:1901216,"positive regulation of neuron death",0.009%,-1.7628,0.722,0.525,"regulation of double-strand break repair via nonhomologous end joining"
GO:0001975,"response to amphetamine",0.003%,-1.6845,0.906,0.510,"regulation of double-strand break repair via nonhomologous end joining"
GO:0019725,"cellular homeostasis",1.253%,-3.2230,0.692,0.232,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006338,"chromatin remodeling",0.137%,-3.0364,0.900,0.601,"regulation of double-strand break repair via nonhomologous end joining"
GO:0032879,"regulation of localization",0.726%,-1.9146,0.745,0.289,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006325,"chromatin organization",0.668%,-2.4550,0.901,0.630,"regulation of double-strand break repair via nonhomologous end joining"
GO:0048070,"regulation of developmental pigmentation",0.005%,-1.8324,0.809,0.132,"regulation of double-strand break repair via nonhomologous end joining"
GO:0044794,"positive regulation by host of viral process",0.003%,-1.9598,0.740,0.441,"regulation of double-strand break repair via nonhomologous end joining"
GO:0044275,"cellular carbohydrate catabolic process",0.197%,-2.2903,0.867,0.562,"regulation of double-strand break repair via nonhomologous end joining"
GO:0071214,"cellular response to abiotic stimulus",0.113%,-1.9648,0.875,0.645,"regulation of double-strand break repair via nonhomologous end joining"
GO:0044262,"cellular carbohydrate metabolic process",1.257%,-2.9968,0.873,0.690,"regulation of double-strand break repair via nonhomologous end joining"
GO:1902630,"regulation of membrane hyperpolarization",0.000%,-2.3265,0.840,0.380,"regulation of double-strand break repair via nonhomologous end joining"
GO:2000145,"regulation of cell motility",0.154%,-4.3000,0.701,0.163,"regulation of double-strand break repair via nonhomologous end joining"
GO:0071702,"organic substance transport",4.980%,-1.8386,0.951,0.376,"regulation of double-strand break repair via nonhomologous end joining"
GO:1901564,"organonitrogen compound metabolic process",17.886%,-2.6074,0.914,0.155,"regulation of double-strand break repair via nonhomologous end joining"
GO:0010038,"response to metal ion",0.132%,-2.3506,0.894,0.538,"regulation of double-strand break repair via nonhomologous end joining"
GO:0048388,"endosomal lumen acidification",0.000%,-2.5045,0.780,0.559,"regulation of double-strand break repair via nonhomologous end joining"
GO:0036462,"TRAIL-activated apoptotic signaling pathway",0.002%,-1.8207,0.756,0.234,"regulation of double-strand break repair via nonhomologous end joining"
GO:0071374,"cellular response to parathyroid hormone stimulus",0.001%,-1.7711,0.889,0.503,"regulation of double-strand break repair via nonhomologous end joining"
GO:0001836,"release of cytochrome c from mitochondria",0.010%,-1.8098,0.712,0.663,"regulation of double-strand break repair via nonhomologous end joining"
GO:0000398,"mRNA splicing, via spliceosome",0.315%,-1.9178,0.863,0.152,"regulation of double-strand break repair via nonhomologous end joining"
GO:0070868,"heterochromatin organization involved in chromatin silencing",0.005%,-3.4972,0.648,0.571,"regulation of double-strand break repair via nonhomologous end joining"
GO:0046903,"secretion",0.810%,-1.6865,0.903,0.304,"regulation of double-strand break repair via nonhomologous end joining"
GO:0044093,"positive regulation of molecular function",0.890%,-1.7739,0.761,0.676,"regulation of double-strand break repair via nonhomologous end joining"
GO:0007213,"G-protein coupled acetylcholine receptor signaling pathway",0.008%,-1.6232,0.741,0.640,"regulation of double-strand break repair via nonhomologous end joining"
GO:0014854,"response to inactivity",0.001%,-2.0302,0.927,0.172,"regulation of double-strand break repair via nonhomologous end joining"
GO:0070828,"heterochromatin organization",0.012%,-2.7813,0.913,0.638,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006734,"NADH metabolic process",0.007%,-1.7335,0.847,0.435,"regulation of double-strand break repair via nonhomologous end joining"
GO:0065009,"regulation of molecular function",1.726%,-1.7443,0.759,0.311,"regulation of double-strand break repair via nonhomologous end joining"
GO:0065008,"regulation of biological quality",3.395%,-2.3368,0.743,0.339,"regulation of double-strand break repair via nonhomologous end joining"
GO:0010035,"response to inorganic substance",0.317%,-1.7320,0.890,0.578,"regulation of double-strand break repair via nonhomologous end joining"
GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient",0.170%,-2.2346,0.902,0.670,"regulation of double-strand break repair via nonhomologous end joining"
GO:0046580,"negative regulation of Ras protein signal transduction",0.018%,-2.2724,0.665,0.473,"regulation of double-strand break repair via nonhomologous end joining"
GO:0015980,"energy derivation by oxidation of organic compounds",1.175%,-2.9593,0.840,0.615,"regulation of double-strand break repair via nonhomologous end joining"
GO:0043500,"muscle adaptation",0.013%,-3.3454,0.805,0.193,"regulation of double-strand break repair via nonhomologous end joining"
GO:0030575,"nuclear body organization",0.003%,-1.6555,0.935,0.294,"regulation of double-strand break repair via nonhomologous end joining"
GO:0099131,"ATP hydrolysis coupled ion transmembrane transport",0.996%,-2.2547,0.939,0.248,"regulation of double-strand break repair via nonhomologous end joining"
GO:0060149,"negative regulation of posttranscriptional gene silencing",0.003%,-2.1535,0.651,0.650,"regulation of double-strand break repair via nonhomologous end joining"
GO:0060158,"phospholipase C-activating dopamine receptor signaling pathway",0.003%,-2.8741,0.770,0.205,"regulation of double-strand break repair via nonhomologous end joining"
GO:0043467,"regulation of generation of precursor metabolites and energy",0.030%,-3.0715,0.741,0.410,"regulation of double-strand break repair via nonhomologous end joining"
GO:0010482,"regulation of epidermal cell division",0.001%,-1.7571,0.815,0.124,"regulation of double-strand break repair via nonhomologous end joining"
GO:0032025,"response to cobalt ion",0.001%,-1.6765,0.917,0.624,"regulation of double-strand break repair via nonhomologous end joining"
GO:0008285,"negative regulation of cell proliferation",0.128%,-1.7563,0.705,0.514,"regulation of double-strand break repair via nonhomologous end joining"
GO:0042325,"regulation of phosphorylation",0.468%,-2.4474,0.683,0.636,"regulation of double-strand break repair via nonhomologous end joining"
GO:1902894,"negative regulation of pri-miRNA transcription from RNA polymerase II promoter",0.002%,-2.5038,0.720,0.459,"regulation of double-strand break repair via nonhomologous end joining"
GO:0070932,"histone H3 deacetylation",0.018%,-2.0829,0.851,0.655,"regulation of double-strand break repair via nonhomologous end joining"
GO:0030155,"regulation of cell adhesion",0.129%,-2.1028,0.788,0.202,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006113,"fermentation",0.024%,-2.8741,0.875,0.469,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006109,"regulation of carbohydrate metabolic process",0.090%,-2.6149,0.713,0.520,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006107,"oxaloacetate metabolic process",0.015%,-1.8542,0.880,0.227,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006108,"malate metabolic process",0.088%,-1.8083,0.866,0.573,"regulation of double-strand break repair via nonhomologous end joining"
GO:0007549,"dosage compensation",0.003%,-2.8565,0.771,0.654,"regulation of double-strand break repair via nonhomologous end joining"
GO:0007603,"phototransduction, visible light",0.004%,-2.0985,0.762,0.535,"regulation of double-strand break repair via nonhomologous end joining"
GO:0006086,"acetyl-CoA biosynthetic process from pyruvate",0.043%,-1.7212,0.842,0.516,"regulation of double-strand break repair via nonhomologous end joining"
GO:0009311,"oligosaccharide metabolic process",0.342%,-2.4125,0.852,0.619,"regulation of double-strand break repair via nonhomologous end joining"
GO:0009312,"oligosaccharide biosynthetic process",0.248%,-3.0443,0.836,0.575,"regulation of double-strand break repair via nonhomologous end joining"
GO:0010839,"negative regulation of keratinocyte proliferation",0.003%,-1.6743,0.762,0.673,"regulation of double-strand break repair via nonhomologous end joining"
GO:0038129,"ERBB3 signaling pathway",0.001%,-1.6406,0.777,0.585,"regulation of double-strand break repair via nonhomologous end joining"
GO:0033173,"calcineurin-NFAT signaling cascade",0.006%,-2.0994,0.750,0.250,"regulation of double-strand break repair via nonhomologous end joining"
GO:0051090,"regulation of sequence-specific DNA binding transcription factor activity",0.085%,-2.4460,0.710,0.544,"regulation of double-strand break repair via nonhomologous end joining"
GO:0051091,"positive regulation of sequence-specific DNA binding transcription factor activity",0.050%,-3.2518,0.661,0.237,"regulation of double-strand break repair via nonhomologous end joining"
GO:0040029,"regulation of gene expression, epigenetic",0.130%,-2.0348,0.733,0.278,"regulation of double-strand break repair via nonhomologous end joining"
GO:0042391,"regulation of membrane potential",0.135%,-2.0581,0.781,0.595,"regulation of double-strand break repair via nonhomologous end joining"
GO:0060821,"inactivation of X chromosome by DNA methylation",0.000%,-3.8893,0.798,0.161,"regulation of double-strand break repair via nonhomologous end joining"
GO:0019662,"non-glycolytic fermentation",0.001%,-2.8741,0.891,0.352,"regulation of double-strand break repair via nonhomologous end joining"
GO:0071107,"response to parathyroid hormone",0.002%,-1.7438,0.911,0.337,"regulation of double-strand break repair via nonhomologous end joining"
GO:0035690,"cellular response to drug",0.013%,-3.0392,0.879,0.222,"regulation of double-strand break repair via nonhomologous end joining"
GO:0034612,"response to tumor necrosis factor",0.032%,-1.7107,0.895,0.488,"regulation of double-strand break repair via nonhomologous end joining"
GO:1903055,"positive regulation of extracellular matrix organization",0.003%,-1.7226,0.714,0.442,"regulation of double-strand break repair via nonhomologous end joining"
GO:0034641,"cellular nitrogen compound metabolic process",34.137%,-2.1414,0.882,0.415,"regulation of double-strand break repair via nonhomologous end joining"
GO:0038063,"collagen-activated tyrosine kinase receptor signaling pathway",0.005%,-1.8003,0.755,0.443,"regulation of double-strand break repair via nonhomologous end joining"
GO:0038065,"collagen-activated signaling pathway",0.006%,-1.7712,0.755,0.472,"regulation of double-strand break repair via nonhomologous end joining"
GO:0019588,"anaerobic glycerol catabolic process",0.000%,-2.8741,0.858,0.643,"regulation of double-strand break repair via nonhomologous end joining"
GO:0090662,"ATP hydrolysis coupled transmembrane transport",1.001%,-2.2547,0.953,0.478,"regulation of double-strand break repair via nonhomologous end joining"
GO:0005976,"polysaccharide metabolic process",0.906%,-1.6509,0.875,0.664,"regulation of double-strand break repair via nonhomologous end joining"
GO:0005986,"sucrose biosynthetic process",0.003%,-1.9884,0.842,0.695,"regulation of double-strand break repair via nonhomologous end joining"
GO:0050482,"arachidonic acid secretion",0.026%,-1.6205,0.916,0.431,"regulation of double-strand break repair via nonhomologous end joining"
GO:0038031,"non-canonical Wnt signaling pathway via JNK cascade",0.001%,-1.6256,0.756,0.488,"regulation of double-strand break repair via nonhomologous end joining"
GO:1905203,"regulation of connective tissue replacement",0.000%,-2.5161,0.756,0.343,"regulation of double-strand break repair via nonhomologous end joining"
GO:0010265,"SCF complex assembly",0.001%,-2.3539,0.931,0.339,"regulation of double-strand break repair via nonhomologous end joining"
GO:0019628,"urate catabolic process",0.006%,-2.4911,0.852,0.351,"regulation of double-strand break repair via nonhomologous end joining"
GO:0032224,"positive regulation of synaptic transmission, cholinergic",0.001%,-1.6320,0.735,0.420,"regulation of double-strand break repair via nonhomologous end joining"
GO:0044238,"primary metabolic process",53.743%,-3.8599,0.974,0.013,"primary metabolism"
GO:0071704,"organic substance metabolic process",58.357%,-3.3839,0.974,0.120,"primary metabolism"
GO:0061077,"chaperone-mediated protein folding",0.043%,-2.1333,0.968,0.018,"chaperone-mediated protein folding"
GO:0006091,"generation of precursor metabolites and energy",1.940%,-1.8194,0.937,0.042,"generation of precursor metabolites and energy"
GO:0005975,"carbohydrate metabolic process",5.260%,-2.8472,0.948,0.044,"carbohydrate metabolism"
GO:0008218,"bioluminescence",0.010%,-1.6027,0.957,0.045,"bioluminescence"
GO:0006807,"nitrogen compound metabolic process",38.744%,-2.5474,0.975,0.089,"nitrogen compound metabolism"
GO:0018193,"peptidyl-amino acid modification",1.495%,-3.1102,0.869,0.098,"peptidyl-amino acid modification"
GO:0080090,"regulation of primary metabolic process",11.675%,-4.1912,0.625,0.593,"peptidyl-amino acid modification"
GO:0032268,"regulation of cellular protein metabolic process",1.473%,-2.2905,0.647,0.396,"peptidyl-amino acid modification"
GO:0072350,"tricarboxylic acid metabolic process",0.497%,-1.9177,0.851,0.343,"peptidyl-amino acid modification"
GO:0051246,"regulation of protein metabolic process",1.551%,-2.4950,0.669,0.453,"peptidyl-amino acid modification"
GO:0018243,"protein O-linked glycosylation via threonine",0.001%,-1.8759,0.861,0.305,"peptidyl-amino acid modification"
GO:0044260,"cellular macromolecule metabolic process",34.276%,-3.3938,0.868,0.213,"peptidyl-amino acid modification"
GO:0043170,"macromolecule metabolic process",39.491%,-3.1458,0.942,0.224,"peptidyl-amino acid modification"
GO:0044267,"cellular protein metabolic process",14.293%,-2.6570,0.851,0.448,"peptidyl-amino acid modification"
GO:0019222,"regulation of metabolic process",11.942%,-3.3407,0.689,0.698,"peptidyl-amino acid modification"
GO:0050794,"regulation of cellular process",18.840%,-3.5675,0.662,0.693,"peptidyl-amino acid modification"
GO:0043038,"amino acid activation",1.124%,-1.6822,0.819,0.452,"peptidyl-amino acid modification"
GO:0019538,"protein metabolic process",18.489%,-2.1960,0.905,0.408,"peptidyl-amino acid modification"
GO:1902003,"regulation of beta-amyloid formation",0.002%,-1.5859,0.760,0.546,"peptidyl-amino acid modification"
GO:0018095,"protein polyglutamylation",0.007%,-1.6575,0.908,0.397,"peptidyl-amino acid modification"
GO:0006412,"translation",5.686%,-2.3494,0.798,0.572,"peptidyl-amino acid modification"
GO:0006428,"isoleucyl-tRNA aminoacylation",0.050%,-1.9627,0.797,0.283,"peptidyl-amino acid modification"
GO:0006425,"glutaminyl-tRNA aminoacylation",0.022%,-1.9241,0.807,0.557,"peptidyl-amino acid modification"
GO:0006464,"cellular protein modification process",7.726%,-1.5718,0.845,0.699,"peptidyl-amino acid modification"
GO:0051174,"regulation of phosphorus metabolic process",0.580%,-2.1790,0.703,0.405,"peptidyl-amino acid modification"
GO:0033235,"positive regulation of protein sumoylation",0.003%,-2.2324,0.702,0.554,"peptidyl-amino acid modification"
